Date,Size,Type,Mode,UID,GID,Meta,File Name
Mon Dec 11 2023 08:38:39,439,ma..,r/rrw-r--r--,0,0,65135,"/usr/share/syslinux/altmbr.bin"
Mon Dec 11 2023 08:38:39,439,ma..,r/rrw-r--r--,0,0,65136,"/usr/share/syslinux/altmbr_c.bin"
Mon Dec 11 2023 08:38:39,439,ma..,r/rrw-r--r--,0,0,65137,"/usr/share/syslinux/altmbr_f.bin"
Mon Dec 11 2023 08:38:39,1624,ma..,r/rrw-r--r--,0,0,65138,"/usr/share/syslinux/cat.c32"
Mon Dec 11 2023 08:38:39,25204,ma..,r/rrw-r--r--,0,0,65139,"/usr/share/syslinux/chain.c32"
Mon Dec 11 2023 08:38:39,1256,ma..,r/rrw-r--r--,0,0,65140,"/usr/share/syslinux/cmd.c32"
Mon Dec 11 2023 08:38:39,3688,ma..,r/rrw-r--r--,0,0,65141,"/usr/share/syslinux/cmenu.c32"
Mon Dec 11 2023 08:38:39,3577,ma..,r/rrw-r--r--,0,0,65143,"/usr/share/syslinux/com32/com32.ld"
Mon Dec 11 2023 08:38:39,67924,ma..,r/rrw-r--r--,0,0,65144,"/usr/share/syslinux/com32/libgpl.c32"
Mon Dec 11 2023 08:38:39,1492,ma..,r/rrw-r--r--,0,0,65145,"/usr/share/syslinux/config.c32"
Mon Dec 11 2023 08:38:39,4216,ma..,r/rrw-r--r--,0,0,65146,"/usr/share/syslinux/cptime.c32"
Mon Dec 11 2023 08:38:39,4508,ma..,r/rrw-r--r--,0,0,65147,"/usr/share/syslinux/cpu.c32"
Mon Dec 11 2023 08:38:39,1776,ma..,r/rrw-r--r--,0,0,65148,"/usr/share/syslinux/cpuid.c32"
Mon Dec 11 2023 08:38:39,2772,ma..,r/rrw-r--r--,0,0,65149,"/usr/share/syslinux/cpuidtest.c32"
Mon Dec 11 2023 08:38:39,1592,ma..,r/rrw-r--r--,0,0,65150,"/usr/share/syslinux/debug.c32"
Mon Dec 11 2023 08:38:39,4068,ma..,r/rrw-r--r--,0,0,65151,"/usr/share/syslinux/dhcp.c32"
Mon Dec 11 2023 08:38:39,11128,ma..,r/rrw-r--r--,0,0,65153,"/usr/share/syslinux/diag/geodsp1s.img.xz"
Mon Dec 11 2023 08:38:39,11424,ma..,r/rrw-r--r--,0,0,65154,"/usr/share/syslinux/diag/geodspms.img.xz"
Mon Dec 11 2023 08:38:39,420,ma..,r/rrw-r--r--,0,0,65155,"/usr/share/syslinux/diag/handoff.bin"
Mon Dec 11 2023 08:38:39,2980,ma..,r/rrw-r--r--,0,0,65156,"/usr/share/syslinux/dir.c32"
Mon Dec 11 2023 08:38:39,2016,ma..,r/rrw-r--r--,0,0,65157,"/usr/share/syslinux/disk.c32"
Mon Dec 11 2023 08:38:39,8688,ma..,r/rrw-r--r--,0,0,65158,"/usr/share/syslinux/dmi.c32"
Mon Dec 11 2023 08:38:39,11956,ma..,r/rrw-r--r--,0,0,65159,"/usr/share/syslinux/dmitest.c32"
Mon Dec 11 2023 08:38:39,408,ma..,r/rrw-r--r--,0,0,65161,"/usr/share/syslinux/dosutil/copybs.com"
Mon Dec 11 2023 08:38:39,1554,ma..,r/rrw-r--r--,0,0,65162,"/usr/share/syslinux/dosutil/eltorito.sys"
Mon Dec 11 2023 08:38:39,8106,ma..,r/rrw-r--r--,0,0,65163,"/usr/share/syslinux/dosutil/mdiskchk.com"
Mon Dec 11 2023 08:38:39,2352,ma..,r/rrw-r--r--,0,0,65165,"/usr/share/syslinux/efi64/cat.c32"
Mon Dec 11 2023 08:38:39,28768,ma..,r/rrw-r--r--,0,0,65166,"/usr/share/syslinux/efi64/chain.c32"
Mon Dec 11 2023 08:38:39,1872,ma..,r/rrw-r--r--,0,0,65167,"/usr/share/syslinux/efi64/cmd.c32"
Mon Dec 11 2023 08:38:39,5152,ma..,r/rrw-r--r--,0,0,65168,"/usr/share/syslinux/efi64/cmenu.c32"
Mon Dec 11 2023 08:38:39,2176,ma..,r/rrw-r--r--,0,0,65169,"/usr/share/syslinux/efi64/config.c32"
Mon Dec 11 2023 08:38:39,5376,ma..,r/rrw-r--r--,0,0,65170,"/usr/share/syslinux/efi64/cptime.c32"
Mon Dec 11 2023 08:38:39,5632,ma..,r/rrw-r--r--,0,0,65171,"/usr/share/syslinux/efi64/cpu.c32"
Mon Dec 11 2023 08:38:39,2504,ma..,r/rrw-r--r--,0,0,65172,"/usr/share/syslinux/efi64/cpuid.c32"
Mon Dec 11 2023 08:38:39,3560,ma..,r/rrw-r--r--,0,0,65173,"/usr/share/syslinux/efi64/cpuidtest.c32"
Mon Dec 11 2023 08:38:39,2304,ma..,r/rrw-r--r--,0,0,65174,"/usr/share/syslinux/efi64/debug.c32"
Mon Dec 11 2023 08:38:39,5384,ma..,r/rrw-r--r--,0,0,65175,"/usr/share/syslinux/efi64/dhcp.c32"
Mon Dec 11 2023 08:38:39,3904,ma..,r/rrw-r--r--,0,0,65176,"/usr/share/syslinux/efi64/dir.c32"
Mon Dec 11 2023 08:38:39,10176,ma..,r/rrw-r--r--,0,0,65177,"/usr/share/syslinux/efi64/dmi.c32"
Mon Dec 11 2023 08:38:39,13688,ma..,r/rrw-r--r--,0,0,65178,"/usr/share/syslinux/efi64/dmitest.c32"
Mon Dec 11 2023 08:38:39,13344,ma..,r/rrw-r--r--,0,0,65179,"/usr/share/syslinux/efi64/gfxboot.c32"
Mon Dec 11 2023 08:38:39,190208,ma..,r/rrw-r--r--,0,0,65180,"/usr/share/syslinux/efi64/hdt.c32"
Mon Dec 11 2023 08:38:39,4824,ma..,r/rrw-r--r--,0,0,65181,"/usr/share/syslinux/efi64/hexdump.c32"
Mon Dec 11 2023 08:38:39,2656,ma..,r/rrw-r--r--,0,0,65182,"/usr/share/syslinux/efi64/host.c32"
Mon Dec 11 2023 08:38:39,4976,ma..,r/rrw-r--r--,0,0,65183,"/usr/share/syslinux/efi64/ifcpu.c32"
Mon Dec 11 2023 08:38:39,2432,ma..,r/rrw-r--r--,0,0,65184,"/usr/share/syslinux/efi64/ifcpu64.c32"
Mon Dec 11 2023 08:38:39,139616,ma..,r/rrw-r--r--,0,0,65185,"/usr/share/syslinux/efi64/ldlinux.e64"
Mon Dec 11 2023 08:38:39,7064,ma..,r/rrw-r--r--,0,0,65186,"/usr/share/syslinux/efi64/lfs.c32"
Mon Dec 11 2023 08:38:39,201336,ma..,r/rrw-r--r--,0,0,65187,"/usr/share/syslinux/efi64/libcom32.c32"
Mon Dec 11 2023 08:38:39,90512,ma..,r/rrw-r--r--,0,0,65188,"/usr/share/syslinux/efi64/libgpl.c32"
Mon Dec 11 2023 08:38:39,121272,ma..,r/rrw-r--r--,0,0,65189,"/usr/share/syslinux/efi64/liblua.c32"
Mon Dec 11 2023 08:38:39,27304,ma..,r/rrw-r--r--,0,0,65190,"/usr/share/syslinux/efi64/.apk.ee4db5b65f6001cd7277145ca3aad4a9fa2546e3b95b1809 (deleted-realloc)"
Mon Dec 11 2023 08:38:39,27304,ma..,r/rrw-r--r--,0,0,65190,"/usr/share/syslinux/efi64/libmenu.c32"
Mon Dec 11 2023 08:38:39,24464,ma..,r/rrw-r--r--,0,0,65191,"/usr/share/syslinux/efi64/.apk.1fe171c04479293a92a5ff247dc9ac74c4d46e38a2af9173 (deleted-realloc)"
Mon Dec 11 2023 08:38:39,24464,ma..,r/rrw-r--r--,0,0,65191,"/usr/share/syslinux/efi64/libutil.c32"
Mon Dec 11 2023 08:38:39,6120,ma..,r/rrw-r--r--,0,0,65192,"/usr/share/syslinux/efi64/linux.c32"
Mon Dec 11 2023 08:38:39,3904,ma..,r/rrw-r--r--,0,0,65193,"/usr/share/syslinux/efi64/ls.c32"
Mon Dec 11 2023 08:38:39,8784,ma..,r/rrw-r--r--,0,0,65194,"/usr/share/syslinux/efi64/lua.c32"
Mon Dec 11 2023 08:38:39,13488,ma..,r/rrw-r--r--,0,0,65195,"/usr/share/syslinux/efi64/mboot.c32"
Mon Dec 11 2023 08:38:39,3304,ma..,r/rrw-r--r--,0,0,65196,"/usr/share/syslinux/efi64/meminfo.c32"
Mon Dec 11 2023 08:38:39,32064,ma..,r/rrw-r--r--,0,0,65197,"/usr/share/syslinux/efi64/.apk.d0cf2e4b0e73f11e9cba3490658296a1d13673cc9529f8c2 (deleted-realloc)"
Mon Dec 11 2023 08:38:39,32064,ma..,r/rrw-r--r--,0,0,65197,"/usr/share/syslinux/efi64/menu.c32"
Mon Dec 11 2023 08:38:39,4624,ma..,r/rrw-r--r--,0,0,65198,"/usr/share/syslinux/efi64/pci.c32"
Mon Dec 11 2023 08:38:39,2248,ma..,r/rrw-r--r--,0,0,65199,"/usr/share/syslinux/efi64/.apk.31c419e3dceaf9eb2a34e36cf3350927095a721bdcbc4e51 (deleted-realloc)"
Mon Dec 11 2023 08:38:39,2248,ma..,r/rrw-r--r--,0,0,65199,"/usr/share/syslinux/efi64/pwd.c32"
Mon Dec 11 2023 08:38:39,2024,ma..,r/rrw-r--r--,0,0,65200,"/usr/share/syslinux/efi64/reboot.c32"
Mon Dec 11 2023 08:38:39,16840,ma..,r/rrw-r--r--,0,0,65201,"/usr/share/syslinux/efi64/rosh.c32"
Mon Dec 11 2023 08:38:39,18336,ma..,r/rrw-r--r--,0,0,65202,"/usr/share/syslinux/efi64/sysdump.c32"
Mon Dec 11 2023 08:38:39,11856,ma..,r/rrw-r--r--,0,0,65203,"/usr/share/syslinux/efi64/syslinux.c32"
Mon Dec 11 2023 08:38:39,200992,ma..,r/rrwxr-xr-x,0,0,65204,"/usr/share/syslinux/efi64/syslinux.efi"
Mon Dec 11 2023 08:38:39,4152,ma..,r/rrw-r--r--,0,0,65205,"/usr/share/syslinux/efi64/vesa.c32"
Mon Dec 11 2023 08:38:39,32776,ma..,r/rrw-r--r--,0,0,65206,"/usr/share/syslinux/efi64/vesamenu.c32"
Mon Dec 11 2023 08:38:39,2544,ma..,r/rrw-r--r--,0,0,65207,"/usr/share/syslinux/efi64/vpdtest.c32"
Mon Dec 11 2023 08:38:39,3288,ma..,r/rrw-r--r--,0,0,65208,"/usr/share/syslinux/efi64/whichsys.c32"
Mon Dec 11 2023 08:38:39,5288,ma..,r/rrw-r--r--,0,0,65209,"/usr/share/syslinux/efi64/zzjson.c32"
Mon Dec 11 2023 08:38:39,3868,ma..,r/rrw-r--r--,0,0,65210,"/usr/share/syslinux/elf.c32"
Mon Dec 11 2023 08:38:39,2988,ma..,r/rrw-r--r--,0,0,65211,"/usr/share/syslinux/ethersel.c32"
Mon Dec 11 2023 08:38:39,10464,ma..,r/rrw-r--r--,0,0,65212,"/usr/share/syslinux/gfxboot.c32"
Mon Dec 11 2023 08:38:39,440,ma..,r/rrw-r--r--,0,0,65213,"/usr/share/syslinux/gptmbr.bin"
Mon Dec 11 2023 08:38:39,440,ma..,r/rrw-r--r--,0,0,65214,"/usr/share/syslinux/gptmbr_c.bin"
Mon Dec 11 2023 08:38:39,440,ma..,r/rrw-r--r--,0,0,65215,"/usr/share/syslinux/gptmbr_f.bin"
Mon Dec 11 2023 08:38:39,1604,ma..,r/rrw-r--r--,0,0,65216,"/usr/share/syslinux/gpxecmd.c32"
Mon Dec 11 2023 08:38:39,167340,ma..,r/rrw-r--r--,0,0,65217,"/usr/share/syslinux/hdt.c32"
Mon Dec 11 2023 08:38:39,3732,ma..,r/rrw-r--r--,0,0,65218,"/usr/share/syslinux/hexdump.c32"
Mon Dec 11 2023 08:38:39,1832,ma..,r/rrw-r--r--,0,0,65219,"/usr/share/syslinux/host.c32"
Mon Dec 11 2023 08:38:39,4148,ma..,r/rrw-r--r--,0,0,65220,"/usr/share/syslinux/ifcpu.c32"
Mon Dec 11 2023 08:38:39,1748,ma..,r/rrw-r--r--,0,0,65221,"/usr/share/syslinux/ifcpu64.c32"
Mon Dec 11 2023 08:38:39,4288,ma..,r/rrw-r--r--,0,0,65222,"/usr/share/syslinux/ifmemdsk.c32"
Mon Dec 11 2023 08:38:39,1900,ma..,r/rrw-r--r--,0,0,65223,"/usr/share/syslinux/ifplop.c32"
Mon Dec 11 2023 08:38:39,432,ma..,r/rrw-r--r--,0,0,65224,"/usr/share/syslinux/isohdpfx.bin"
Mon Dec 11 2023 08:38:39,432,ma..,r/rrw-r--r--,0,0,65225,"/usr/share/syslinux/isohdpfx_c.bin"
Mon Dec 11 2023 08:38:39,432,ma..,r/rrw-r--r--,0,0,65226,"/usr/share/syslinux/isohdpfx_f.bin"
Mon Dec 11 2023 08:38:39,432,ma..,r/rrw-r--r--,0,0,65227,"/usr/share/syslinux/isohdppx.bin"
Mon Dec 11 2023 08:38:39,432,ma..,r/rrw-r--r--,0,0,65228,"/usr/share/syslinux/isohdppx_c.bin"
Mon Dec 11 2023 08:38:39,432,ma..,r/rrw-r--r--,0,0,65229,"/usr/share/syslinux/isohdppx_f.bin"
Mon Dec 11 2023 08:38:39,43008,ma..,r/rrw-r--r--,0,0,65230,"/usr/share/syslinux/isolinux-debug.bin"
Mon Dec 11 2023 08:38:39,43008,ma..,r/rrw-r--r--,0,0,65231,"/usr/share/syslinux/isolinux.bin"
Mon Dec 11 2023 08:38:39,1676,ma..,r/rrw-r--r--,0,0,65232,"/usr/share/syslinux/kbdmap.c32"
Mon Dec 11 2023 08:38:39,4924,ma..,r/rrw-r--r--,0,0,65233,"/usr/share/syslinux/kontron_wdt.c32"
Mon Dec 11 2023 08:38:39,115468,ma..,r/rrw-r--r--,0,0,65234,"/usr/share/syslinux/ldlinux.c32"
Mon Dec 11 2023 08:38:39,5100,ma..,r/rrw-r--r--,0,0,65235,"/usr/share/syslinux/lfs.c32"
Mon Dec 11 2023 08:38:39,178532,m...,r/rrw-r--r--,0,0,65236,"/usr/share/syslinux/libcom32.c32"
Mon Dec 11 2023 08:38:39,67924,ma..,r/rrw-r--r--,0,0,65237,"/usr/share/syslinux/libgpl.c32"
Mon Dec 11 2023 08:38:39,101860,ma..,r/rrw-r--r--,0,0,65238,"/usr/share/syslinux/liblua.c32"
Mon Dec 11 2023 08:38:39,24196,ma..,r/rrw-r--r--,0,0,65239,"/usr/share/syslinux/libmenu.c32"
Mon Dec 11 2023 08:38:39,23636,m...,r/rrw-r--r--,0,0,65240,"/usr/share/syslinux/libutil.c32"
Mon Dec 11 2023 08:38:39,4728,ma..,r/rrw-r--r--,0,0,65241,"/usr/share/syslinux/linux.c32"
Mon Dec 11 2023 08:38:39,91044,ma..,r/rrw-r--r--,0,0,65242,"/usr/share/syslinux/lpxelinux.0"
Mon Dec 11 2023 08:38:39,2984,ma..,r/rrw-r--r--,0,0,65243,"/usr/share/syslinux/ls.c32"
Mon Dec 11 2023 08:38:39,6848,ma..,r/rrw-r--r--,0,0,65244,"/usr/share/syslinux/lua.c32"
Mon Dec 11 2023 08:38:39,11712,m...,r/rrw-r--r--,0,0,65245,"/usr/share/syslinux/mboot.c32"
Mon Dec 11 2023 08:38:39,440,ma..,r/rrw-r--r--,0,0,65246,"/usr/share/syslinux/mbr.bin"
Mon Dec 11 2023 08:38:39,440,ma..,r/rrw-r--r--,0,0,65247,"/usr/share/syslinux/mbr_c.bin"
Mon Dec 11 2023 08:38:39,440,ma..,r/rrw-r--r--,0,0,65248,"/usr/share/syslinux/mbr_f.bin"
Mon Dec 11 2023 08:38:39,25628,ma..,r/rrw-r--r--,0,0,65249,"/usr/share/syslinux/memdisk"
Mon Dec 11 2023 08:38:39,2488,ma..,r/rrw-r--r--,0,0,65250,"/usr/share/syslinux/meminfo.c32"
Mon Dec 11 2023 08:38:39,26568,m...,r/rrw-r--r--,0,0,65251,"/usr/share/syslinux/menu.c32"
Mon Dec 11 2023 08:38:39,3364,ma..,r/rrw-r--r--,0,0,65252,"/usr/share/syslinux/pci.c32"
Mon Dec 11 2023 08:38:39,3488,ma..,r/rrw-r--r--,0,0,65253,"/usr/share/syslinux/pcitest.c32"
Mon Dec 11 2023 08:38:39,3588,ma..,r/rrw-r--r--,0,0,65254,"/usr/share/syslinux/pmload.c32"
Mon Dec 11 2023 08:38:39,1668,ma..,r/rrw-r--r--,0,0,65255,"/usr/share/syslinux/poweroff.c32"
Mon Dec 11 2023 08:38:39,3144,ma..,r/rrw-r--r--,0,0,65256,"/usr/share/syslinux/prdhcp.c32"
Mon Dec 11 2023 08:38:39,1504,ma..,r/rrw-r--r--,0,0,65257,"/usr/share/syslinux/pwd.c32"
Mon Dec 11 2023 08:38:39,12384,ma..,r/rrw-r--r--,0,0,65258,"/usr/share/syslinux/pxechn.c32"
Mon Dec 11 2023 08:38:39,46995,ma..,r/rrw-r--r--,0,0,65259,"/usr/share/syslinux/pxelinux.0"
Mon Dec 11 2023 08:38:39,1384,ma..,r/rrw-r--r--,0,0,65260,"/usr/share/syslinux/reboot.c32"
Mon Dec 11 2023 08:38:39,13820,ma..,r/rrw-r--r--,0,0,65261,"/usr/share/syslinux/rosh.c32"
Mon Dec 11 2023 08:38:39,1636,ma..,r/rrw-r--r--,0,0,65262,"/usr/share/syslinux/sanboot.c32"
Mon Dec 11 2023 08:38:39,3176,ma..,r/rrw-r--r--,0,0,65263,"/usr/share/syslinux/sdi.c32"
Mon Dec 11 2023 08:38:39,15004,ma..,r/rrw-r--r--,0,0,65264,"/usr/share/syslinux/sysdump.c32"
Mon Dec 11 2023 08:38:39,8896,ma..,r/rrw-r--r--,0,0,65265,"/usr/share/syslinux/syslinux.c32"
Mon Dec 11 2023 08:38:39,126162,ma..,r/rrw-r--r--,0,0,65266,"/usr/share/syslinux/syslinux.com"
Mon Dec 11 2023 08:38:39,244736,ma..,r/rrw-r--r--,0,0,65267,"/usr/share/syslinux/syslinux.exe"
Mon Dec 11 2023 08:38:39,250880,ma..,r/rrw-r--r--,0,0,65268,"/usr/share/syslinux/syslinux64.exe"
Mon Dec 11 2023 08:38:39,2964,ma..,r/rrw-r--r--,0,0,65269,"/usr/share/syslinux/vesa.c32"
Mon Dec 11 2023 08:38:39,2204,ma..,r/rrw-r--r--,0,0,65270,"/usr/share/syslinux/vesainfo.c32"
Mon Dec 11 2023 08:38:39,27020,m...,r/rrw-r--r--,0,0,65271,"/usr/share/syslinux/vesamenu.c32"
Mon Dec 11 2023 08:38:39,1868,ma..,r/rrw-r--r--,0,0,65272,"/usr/share/syslinux/vpdtest.c32"
Mon Dec 11 2023 08:38:39,2488,ma..,r/rrw-r--r--,0,0,65273,"/usr/share/syslinux/whichsys.c32"
Mon Dec 11 2023 08:38:39,3556,ma..,r/rrw-r--r--,0,0,65274,"/usr/share/syslinux/zzjson.c32"
Sun Feb 18 2024 21:24:31,66416,m...,r/rrwxr-xr-x,0,0,180,"/sbin/ifupdown"
Sun Feb 18 2024 21:24:31,2717,ma..,r/rrw-r--r--,0,0,32495,"/etc/network/ifupdown-ng.conf.example"
Sun Feb 18 2024 21:24:31,130,ma..,r/rrwxr-xr-x,0,0,64978,"/usr/libexec/ifupdown-ng/bond"
Sun Feb 18 2024 21:24:31,117,ma..,r/rrwxr-xr-x,0,0,64979,"/usr/libexec/ifupdown-ng/bridge"
Sun Feb 18 2024 21:24:31,1783,m...,r/rrwxr-xr-x,0,0,64980,"/usr/libexec/ifupdown-ng/dhcp"
Sun Feb 18 2024 21:24:31,663,ma..,r/rrwxr-xr-x,0,0,64981,"/usr/libexec/ifupdown-ng/forward"
Sun Feb 18 2024 21:24:31,275,ma..,r/rrwxr-xr-x,0,0,64982,"/usr/libexec/ifupdown-ng/ipv6-ra"
Sun Feb 18 2024 21:24:31,2571,m...,r/rrwxr-xr-x,0,0,64983,"/usr/libexec/ifupdown-ng/link"
Sun Feb 18 2024 21:24:31,1078,ma..,r/rrwxr-xr-x,0,0,64984,"/usr/libexec/ifupdown-ng/static"
Wed Mar 27 2024 07:55:50,718552,m...,r/rrwxr-xr-x,0,0,65058,"/usr/lib/libzstd.so.1.5.6"
Mon Apr 08 2024 06:08:20,54976,m...,r/rrwxr-xr-x,0,0,181,"/lib/librc.so.1"
Mon Apr 08 2024 06:08:20,22416,m...,r/rrwxr-xr-x,0,0,184,"/lib/rc/bin/checkpath"
Mon Apr 08 2024 06:08:20,14456,m...,r/rrwxr-xr-x,0,0,185,"/lib/rc/bin/ebegin"
Mon Apr 08 2024 06:08:20,14448,m...,r/rrwxr-xr-x,0,0,186,"/lib/rc/bin/eend"
Mon Apr 08 2024 06:08:20,14456,ma..,r/rrwxr-xr-x,0,0,187,"/lib/rc/bin/eerror"
